No of GPS satellites available,Time since start of day,Latitude,Longitude,velocity,Heading,Height,Vertical velocity,Sampleperiod,Steering Angle,Wheel Speed Front Left,Wheel Speed Front Right,Wheel Speed Rear Left,Wheel Speed Rear Right,Yaw Rate,Indicated Vehicle Speed,Indicated Longitudinal Acceleration,Indicated Lateral Acceleration,Handbrake,Gear Req,Gear,Engine Speed,Coolant Temp,Clutch,Brake Pressure,Brake Pos,Battery,Air Temp,Accel Pedal
12,1.0,52.418800000003806,-1.5016999999998821,51.85989160142552,45.0,0.11,0.0,0.1,0.0,46.46943691884007,46.46943691884007,46.46943691884007,46.46943691884007,0.0,51.85989160142552,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.1,52.418800000003806,-1.5016999999998821,51.87250200092696,45.0,0.11,0.0,0.1,0.0,46.480736559970396,46.480736559970396,46.480736559970396,46.480736559970396,0.0,51.87250200092696,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.2000000000000002,52.418800000003806,-1.5016999999998821,52.06727250450842,45.0,0.11,0.0,0.1,0.0,46.655262100814,46.655262100814,46.655262100814,46.655262100814,0.0,52.06727250450842,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.3,52.418800000003806,-1.5016999999998821,52.17883163412817,45.0,0.11,0.0,0.1,0.0,46.755225478609475,46.755225478609475,46.755225478609475,46.755225478609475,0.0,52.17883163412817,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.4000000000000001,52.418800000003806,-1.5016999999998821,52.17546918721767,45.0,0.11,0.0,0.1,0.0,46.752212533349166,46.752212533349166,46.752212533349166,46.752212533349166,0.0,52.17546918721767,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.5,52.418800000003806,-1.5016999999998821,52.25276938110341,45.0,0.11,0.0,0.1,0.0,46.82147794005682,46.82147794005682,46.82147794005682,46.82147794005682,0.0,52.25276938110341,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.6,52.418800000003806,-1.5016999999998821,52.409732716364914,45.0,0.11,0.0,0.1,0.0,46.96212608993272,46.96212608993272,46.96212608993272,46.96212608993272,0.0,52.409732716364914,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.7000000000000002,52.418800000003806,-1.5016999999998821,52.20396238112911,45.0,0.11,0.0,0.1,0.0,46.7777440691121,46.7777440691121,46.7777440691121,46.7777440691121,0.0,52.20396238112911,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.8,52.418800000003806,-1.5016999999998821,52.3613677450313,45.0,0.11,0.0,0.1,0.0,46.91878830199937,46.91878830199937,46.91878830199937,46.91878830199937,0.0,52.3613677450313,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,1.9000000000000001,52.418800000003806,-1.5016999999998821,52.39269327619456,45.0,0.11,0.0,0.1,0.0,46.946857774367885,46.946857774367885,46.946857774367885,46.946857774367885,0.0,52.39269327619456,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.0,52.418800000003806,-1.5016999999998821,52.125454617346726,45.0,0.11,0.0,0.1,0.0,46.707396610525734,46.707396610525734,46.707396610525734,46.707396610525734,0.0,52.125454617346726,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.1,52.418800000003806,-1.5016999999998821,52.336332307048814,45.0,0.11,0.0,0.1,0.0,46.89635511384302,46.89635511384302,46.89635511384302,46.89635511384302,0.0,52.336332307048814,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.2,52.418800000003806,-1.5016999999998821,52.3000072797184,45.0,0.11,0.0,0.1,0.0,46.86380580619928,46.86380580619928,46.86380580619928,46.86380580619928,0.0,52.3000072797184,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.3000000000000003,52.418800000003806,-1.5016999999998821,52.16240394624627,45.0,0.11,0.0,0.1,0.0,46.74050532817766,46.74050532817766,46.74050532817766,46.74050532817766,0.0,52.16240394624627,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.4000000000000004,52.418800000003806,-1.5016999999998821,52.082620456552895,45.0,0.11,0.0,0.1,0.0,46.66901474601514,46.66901474601514,46.66901474601514,46.66901474601514,0.0,52.082620456552895,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.5,52.418800000003806,-1.5016999999998821,52.01607275908677,45.0,0.11,0.0,0.1,0.0,46.609384192730076,46.609384192730076,46.609384192730076,46.609384192730076,0.0,52.01607275908677,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.6,52.418800000003806,-1.5016999999998821,52.14559127044056,45.0,0.11,0.0,0.1,0.0,46.72544020648795,46.72544020648795,46.72544020648795,46.72544020648795,0.0,52.14559127044056,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.7,52.418800000003806,-1.5016999999998821,52.17572857360095,45.0,0.11,0.0,0.1,0.0,46.75244495842379,46.75244495842379,46.75244495842379,46.75244495842379,0.0,52.17572857360095,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.8000000000000003,52.418800000003806,-1.5016999999998821,52.283249709108425,45.0,0.11,0.0,0.1,0.0,46.84879006192511,46.84879006192511,46.84879006192511,46.84879006192511,0.0,52.283249709108425,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,2.9000000000000004,52.418800000003806,-1.5016999999998821,51.995990275931945,45.0,0.11,0.0,0.1,0.0,46.59138913613973,46.59138913613973,46.59138913613973,46.59138913613973,0.0,51.995990275931945,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.0,52.418800000003806,-1.5016999999998821,52.10785388997989,45.0,0.11,0.0,0.1,0.0,46.691625349444344,46.691625349444344,46.691625349444344,46.691625349444344,0.0,52.10785388997989,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.1,52.418800000003806,-1.5016999999998821,52.10508008803669,45.0,0.11,0.0,0.1,0.0,46.68913986383215,46.68913986383215,46.68913986383215,46.68913986383215,0.0,52.10508008803669,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.2,52.418800000003806,-1.5016999999998821,52.281929426552416,45.0,0.11,0.0,0.1,0.0,46.8476070130398,46.8476070130398,46.8476070130398,46.8476070130398,0.0,52.281929426552416,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.3000000000000003,52.418800000003806,-1.5016999999998821,52.01217215783024,45.0,0.11,0.0,0.1,0.0,46.60588903031383,46.60588903031383,46.60588903031383,46.60588903031383,0.0,52.01217215783024,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.4000000000000004,52.418800000003806,-1.5016999999998821,52.22813623620132,45.0,0.11,0.0,0.1,0.0,46.79940522957108,46.79940522957108,46.79940522957108,46.79940522957108,0.0,52.22813623620132,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.5,52.418800000003806,-1.5016999999998821,52.088810800797305,45.0,0.11,0.0,0.1,0.0,46.674561649459946,46.674561649459946,46.674561649459946,46.674561649459946,0.0,52.088810800797305,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.6,52.418800000003806,-1.5016999999998821,52.08537346211441,45.0,0.11,0.0,0.1,0.0,46.67148159687671,46.67148159687671,46.67148159687671,46.67148159687671,0.0,52.08537346211441,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.7,52.418800000003806,-1.5016999999998821,51.972790092604036,45.0,0.11,0.0,0.1,0.0,46.57060044140147,46.57060044140147,46.57060044140147,46.57060044140147,0.0,51.972790092604036,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.8000000000000003,52.418800000003806,-1.5016999999998821,52.080346048592205,45.0,0.11,0.0,0.1,0.0,46.66697674605036,46.66697674605036,46.66697674605036,46.66697674605036,0.0,52.080346048592205,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,3.9000000000000004,52.418800000003806,-1.5016999999998821,52.255929719440886,45.0,0.11,0.0,0.1,0.0,46.824309784445234,46.824309784445234,46.824309784445234,46.824309784445234,0.0,52.255929719440886,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.0,52.418800000003806,-1.5016999999998821,52.58420792444177,45.0,0.11,0.0,0.1,0.0,47.11846588211628,47.11846588211628,47.11846588211628,47.11846588211628,0.0,52.58420792444177,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.1000000000000005,52.418800000003806,-1.5016999999998821,52.02785235493054,45.0,0.11,0.0,0.1,0.0,46.619939386138476,46.619939386138476,46.619939386138476,46.619939386138476,0.0,52.02785235493054,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.2,52.418800000003806,-1.5016999999998821,52.49416649414506,45.0,0.11,0.0,0.1,0.0,47.03778359690418,47.03778359690418,47.03778359690418,47.03778359690418,0.0,52.49416649414506,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.3,52.418800000003806,-1.5016999999998821,52.25188233608298,45.0,0.11,0.0,0.1,0.0,46.82068309684855,46.82068309684855,46.82068309684855,46.82068309684855,0.0,52.25188233608298,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.4,52.418800000003806,-1.5016999999998821,52.666954515901516,45.0,0.11,0.0,0.1,0.0,47.192611573388454,47.192611573388454,47.192611573388454,47.192611573388454,0.0,52.666954515901516,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.5,52.418800000003806,-1.5016999999998821,52.26466154310517,45.0,0.11,0.0,0.1,0.0,46.832133999198184,46.832133999198184,46.832133999198184,46.832133999198184,0.0,52.26466154310517,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.6000000000000005,52.418800000003806,-1.5016999999998821,52.141130887626744,45.0,0.11,0.0,0.1,0.0,46.72144344769421,46.72144344769421,46.72144344769421,46.72144344769421,0.0,52.141130887626744,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.7,52.418800000003806,-1.5016999999998821,52.34024966771894,45.0,0.11,0.0,0.1,0.0,46.89986529365497,46.89986529365497,46.89986529365497,46.89986529365497,0.0,52.34024966771894,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.800000000000001,52.418800000003806,-1.5016999999998821,52.42807113699505,45.0,0.11,0.0,0.1,0.0,46.97855836648302,46.97855836648302,46.97855836648302,46.97855836648302,0.0,52.42807113699505,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,4.9,52.418800000003806,-1.5016999999998821,52.07064976372779,45.0,0.11,0.0,0.1,0.0,46.658288318752504,46.658288318752504,46.658288318752504,46.658288318752504,0.0,52.07064976372779,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.0,52.418800000003806,-1.5016999999998821,52.216113563873954,45.0,0.11,0.0,0.1,0.0,46.78863222569351,46.78863222569351,46.78863222569351,46.78863222569351,0.0,52.216113563873954,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.1000000000000005,52.418800000003806,-1.5016999999998821,51.676793922203075,45.0,0.11,0.0,0.1,0.0,46.30537089803143,46.30537089803143,46.30537089803143,46.30537089803143,0.0,51.676793922203075,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.2,52.418800000003806,-1.5016999999998821,51.9700673161296,45.0,0.11,0.0,0.1,0.0,46.56816067753549,46.56816067753549,46.56816067753549,46.56816067753549,0.0,51.9700673161296,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.300000000000001,52.418800000003806,-1.5016999999998821,51.86448695669223,45.0,0.11,0.0,0.1,0.0,46.473554620691964,46.473554620691964,46.473554620691964,46.473554620691964,0.0,51.86448695669223,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.4,52.418800000003806,-1.5016999999998821,52.20303620057741,45.0,0.11,0.0,0.1,0.0,46.776914158223484,46.776914158223484,46.776914158223484,46.776914158223484,0.0,52.20303620057741,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.5,52.418800000003806,-1.5016999999998821,52.214736634018266,45.0,0.11,0.0,0.1,0.0,46.78739841757909,46.78739841757909,46.78739841757909,46.78739841757909,0.0,52.214736634018266,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.6000000000000005,52.418800000003806,-1.5016999999998821,52.19775879997327,45.0,0.11,0.0,0.1,0.0,46.77218530463555,46.77218530463555,46.77218530463555,46.77218530463555,0.0,52.19775879997327,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.7,52.418800000003806,-1.5016999999998821,52.54518955291492,45.0,0.11,0.0,0.1,0.0,47.08350318361552,47.08350318361552,47.08350318361552,47.08350318361552,0.0,52.54518955291492,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.800000000000001,52.418800000003806,-1.5016999999998821,52.12482769065844,45.0,0.11,0.0,0.1,0.0,46.70683484826025,46.70683484826025,46.70683484826025,46.70683484826025,0.0,52.12482769065844,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,5.9,52.418800000003806,-1.5016999999998821,52.145360844801615,45.0,0.11,0.0,0.1,0.0,46.725233731901085,46.725233731901085,46.725233731901085,46.725233731901085,0.0,52.145360844801615,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.0,52.418800000003806,-1.5016999999998821,51.88269249131383,45.0,0.11,0.0,0.1,0.0,46.48986782375791,46.48986782375791,46.48986782375791,46.48986782375791,0.0,51.88269249131383,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.1000000000000005,52.418800000003806,-1.5016999999998821,52.129297933223775,45.0,0.11,0.0,0.1,0.0,46.71084044195678,46.71084044195678,46.71084044195678,46.71084044195678,0.0,52.129297933223775,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.2,52.418800000003806,-1.5016999999998821,51.92016197788467,45.0,0.11,0.0,0.1,0.0,46.523442632513145,46.523442632513145,46.523442632513145,46.523442632513145,0.0,51.92016197788467,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.300000000000001,52.418800000003806,-1.5016999999998821,52.28668107677252,45.0,0.11,0.0,0.1,0.0,46.851864764133076,46.851864764133076,46.851864764133076,46.851864764133076,0.0,52.28668107677252,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.4,52.418800000003806,-1.5016999999998821,52.47525738746205,45.0,0.11,0.0,0.1,0.0,47.020839952922984,47.020839952922984,47.020839952922984,47.020839952922984,0.0,52.47525738746205,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.5,52.418800000003806,-1.5016999999998821,52.21130953124745,45.0,0.11,0.0,0.1,0.0,46.78432753696008,46.78432753696008,46.78432753696008,46.78432753696008,0.0,52.21130953124745,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.6000000000000005,52.418800000003806,-1.5016999999998821,52.31243165132661,45.0,0.11,0.0,0.1,0.0,46.87493875566901,46.87493875566901,46.87493875566901,46.87493875566901,0.0,52.31243165132661,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.7,52.418800000003806,-1.5016999999998821,52.007997548368444,45.0,0.11,0.0,0.1,0.0,46.60214834083194,46.60214834083194,46.60214834083194,46.60214834083194,0.0,52.007997548368444,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.800000000000001,52.418800000003806,-1.5016999999998821,52.321322908446646,45.0,0.11,0.0,0.1,0.0,46.88290583194144,46.88290583194144,46.88290583194144,46.88290583194144,0.0,52.321322908446646,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,6.9,52.418800000003806,-1.5016999999998821,52.51734588963402,45.0,0.11,0.0,0.1,0.0,47.05855366454661,47.05855366454661,47.05855366454661,47.05855366454661,0.0,52.51734588963402,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.0,52.418800000003806,-1.5016999999998821,51.82198947251686,45.0,0.11,0.0,0.1,0.0,46.43547443773912,46.43547443773912,46.43547443773912,46.43547443773912,0.0,51.82198947251686,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.1000000000000005,52.418800000003806,-1.5016999999998821,52.36578351773841,45.0,0.11,0.0,0.1,0.0,46.922745087579216,46.922745087579216,46.922745087579216,46.922745087579216,0.0,52.36578351773841,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.2,52.418800000003806,-1.5016999999998821,52.01646697707135,45.0,0.11,0.0,0.1,0.0,46.60973743465175,46.60973743465175,46.60973743465175,46.60973743465175,0.0,52.01646697707135,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.300000000000001,52.418800000003806,-1.5016999999998821,51.961767090156776,45.0,0.11,0.0,0.1,0.0,46.56072319906521,46.56072319906521,46.56072319906521,46.56072319906521,0.0,51.961767090156776,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.4,52.418800000003806,-1.5016999999998821,52.271412804006765,45.0,0.11,0.0,0.1,0.0,46.83818351613509,46.83818351613509,46.83818351613509,46.83818351613509,0.0,52.271412804006765,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.5,52.418800000003806,-1.5016999999998821,52.25093644054475,45.0,0.11,0.0,0.1,0.0,46.81983552020139,46.81983552020139,46.81983552020139,46.81983552020139,0.0,52.25093644054475,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.6000000000000005,52.418800000003806,-1.5016999999998821,52.17224854409087,45.0,0.11,0.0,0.1,0.0,46.74932665241117,46.74932665241117,46.74932665241117,46.74932665241117,0.0,52.17224854409087,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.7,52.418800000003806,-1.5016999999998821,51.8507847986766,45.0,0.11,0.0,0.1,0.0,46.461276701323115,46.461276701323115,46.461276701323115,46.461276701323115,0.0,51.8507847986766,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.800000000000001,52.418800000003806,-1.5016999999998821,52.35069349642252,45.0,0.11,0.0,0.1,0.0,46.909223563102614,46.909223563102614,46.909223563102614,46.909223563102614,0.0,52.35069349642252,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,7.9,52.418800000003806,-1.5016999999998821,52.351037005147674,45.0,0.11,0.0,0.1,0.0,46.909531366619774,46.909531366619774,46.909531366619774,46.909531366619774,0.0,52.351037005147674,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.0,52.418800000003806,-1.5016999999998821,51.85646286257404,45.0,0.11,0.0,0.1,0.0,46.46636457219896,46.46636457219896,46.46636457219896,46.46636457219896,0.0,51.85646286257404,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.1,52.418800000003806,-1.5016999999998821,52.416956453001916,45.0,0.11,0.0,0.1,0.0,46.96859897222394,46.96859897222394,46.96859897222394,46.96859897222394,0.0,52.416956453001916,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.200000000000001,52.418800000003806,-1.5016999999998821,52.14801703138581,45.0,0.11,0.0,0.1,0.0,46.72761382740664,46.72761382740664,46.72761382740664,46.72761382740664,0.0,52.14801703138581,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.3,52.418800000003806,-1.5016999999998821,51.91317979320035,45.0,0.11,0.0,0.1,0.0,46.51718619462397,46.51718619462397,46.51718619462397,46.51718619462397,0.0,51.91317979320035,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.4,52.418800000003806,-1.5016999999998821,52.12939173179211,45.0,0.11,0.0,0.1,0.0,46.710924490853145,46.710924490853145,46.710924490853145,46.710924490853145,0.0,52.12939173179211,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.5,52.418800000003806,-1.5016999999998821,52.16811233732315,45.0,0.11,0.0,0.1,0.0,46.74562037394548,46.74562037394548,46.74562037394548,46.74562037394548,0.0,52.16811233732315,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.6,52.418800000003806,-1.5016999999998821,52.11338763995653,45.0,0.11,0.0,0.1,0.0,46.69658390677108,46.69658390677108,46.69658390677108,46.69658390677108,0.0,52.11338763995653,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.700000000000001,52.418800000003806,-1.5016999999998821,52.317174838144275,45.0,0.11,0.0,0.1,0.0,46.87918892306834,46.87918892306834,46.87918892306834,46.87918892306834,0.0,52.317174838144275,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.8,52.418800000003806,-1.5016999999998821,52.33278601679732,45.0,0.11,0.0,0.1,0.0,46.893177434406205,46.893177434406205,46.893177434406205,46.893177434406205,0.0,52.33278601679732,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,8.9,52.418800000003806,-1.5016999999998821,52.336926177845726,45.0,0.11,0.0,0.1,0.0,46.89688725613416,46.89688725613416,46.89688725613416,46.89688725613416,0.0,52.336926177845726,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.0,52.418800000003806,-1.5016999999998821,52.222092230994434,45.0,0.11,0.0,0.1,0.0,46.79398945429609,46.79398945429609,46.79398945429609,46.79398945429609,0.0,52.222092230994434,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.1,52.418800000003806,-1.5016999999998821,52.16035345225075,45.0,0.11,0.0,0.1,0.0,46.73866796796662,46.73866796796662,46.73866796796662,46.73866796796662,0.0,52.16035345225075,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.200000000000001,52.418800000003806,-1.5016999999998821,52.2364440743705,45.0,0.11,0.0,0.1,0.0,46.80684952900583,46.80684952900583,46.80684952900583,46.80684952900583,0.0,52.2364440743705,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.3,52.418800000003806,-1.5016999999998821,52.070120004548045,45.0,0.11,0.0,0.1,0.0,46.657813624146996,46.657813624146996,46.657813624146996,46.657813624146996,0.0,52.070120004548045,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.4,52.418800000003806,-1.5016999999998821,51.49454438219,45.0,0.11,0.0,0.1,0.0,46.14206485859319,46.14206485859319,46.14206485859319,46.14206485859319,0.0,51.49454438219,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.5,52.418800000003806,-1.5016999999998821,52.56847807236828,45.0,0.11,0.0,0.1,0.0,47.10437103258806,47.10437103258806,47.10437103258806,47.10437103258806,0.0,52.56847807236828,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.600000000000001,52.418800000003806,-1.5016999999998821,52.25741493098924,45.0,0.11,0.0,0.1,0.0,46.82564061916599,46.82564061916599,46.82564061916599,46.82564061916599,0.0,52.25741493098924,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.700000000000001,52.418800000003806,-1.5016999999998821,52.25379960942999,45.0,0.11,0.0,0.1,0.0,46.82240108371863,46.82240108371863,46.82240108371863,46.82240108371863,0.0,52.25379960942999,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.8,52.418800000003806,-1.5016999999998821,52.0222673159124,45.0,0.11,0.0,0.1,0.0,46.61493487088924,46.61493487088924,46.61493487088924,46.61493487088924,0.0,52.0222673159124,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,9.9,52.418800000003806,-1.5016999999998821,52.557123155423184,45.0,0.11,0.0,0.1,0.0,47.09419637582723,47.09419637582723,47.09419637582723,47.09419637582723,0.0,52.557123155423184,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,10.0,52.418800000003806,-1.5016999999998821,52.22561344274814,45.0,0.11,0.0,0.1,0.0,46.7971446619607,46.7971446619607,46.7971446619607,46.7971446619607,0.0,52.22561344274814,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,10.100000000000001,52.418800000003806,-1.5016999999998821,52.27314093961621,45.0,0.11,0.0,0.1,0.0,46.83973202474571,46.83973202474571,46.83973202474571,46.83973202474571,0.0,52.27314093961621,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
12,10.200000000000001,52.418800000003806,-1.5016999999998821,52.32175861199401,45.0,0.11,0.0,0.1,0.0,46.88329624730646,46.88329624730646,46.88329624730646,46.88329624730646,0.0,52.32175861199401,0.02,0.01,0,3,3,2100,90,0,0,0,12.6,21,20
