GPS Latitude,GPS Longitude,GPS Altitude,GPS Speed,GPS Accuracy,GPS Orientation,GPS Satellites In Range,Time Since Start,Date,Accelerometer X,Accelerometer Y,Accelerometer Z,Gravity X,Gravity Y,Gravity Z,Gyroscope (Yaw),Gyroscope (Pitch),Gyroscope (Roll),Magnetic Field X,Magnetic Field Y,Magnetic Field Z,Orientation (Yaw),Orientation (Roll),Orientation (Pitch)
52.407050000000076,-1.5193249999999976,110.0,52.07038210347123,3.0,45.0,12,2400,2026-09-25 10:30:00.000,-0.0713204499790792,0.16797078468246912,9.760620135247542,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40706000000008,-1.5193099999999975,110.0,52.52040917231898,3.0,45.0,12,2500,2026-09-25 10:30:00.000,0.3614036927446378,0.1512546948163975,9.737262888948566,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40707000000008,-1.5192949999999974,110.0,52.29081755227737,3.0,45.0,12,2600,2026-09-25 10:30:00.000,0.36328360122385406,-0.14382978839067712,10.020182583201928,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407080000000086,-1.5192799999999973,110.0,52.385692545073475,3.0,45.0,12,2700,2026-09-25 10:30:00.000,0.07017159563878822,-0.1560095083452889,9.629582548383928,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40709000000009,-1.5192649999999972,110.0,53.03247480445749,3.0,45.0,12,2800,2026-09-25 10:30:00.000,0.05842348301893272,0.22546758582649026,10.14013765524858,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40710000000009,-1.519249999999997,110.0,52.39532825403777,3.0,45.0,12,2900,2026-09-25 10:30:00.000,-0.4755727520751676,-0.3429310549467325,9.780360928085923,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407110000000095,-1.519234999999997,110.0,51.98955990074406,3.0,45.0,12,3000,2026-09-25 10:30:00.000,0.00482027201827986,-0.038958409125160826,9.750941253480388,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4071200000001,-1.519219999999997,110.0,52.17063899306388,3.0,45.0,12,3100,2026-09-25 10:30:00.000,-0.01657380858228426,0.12358126168133705,9.926916356930837,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4071300000001,-1.5192049999999968,110.0,51.48621420832646,3.0,45.0,12,3200,2026-09-25 10:30:00.000,0.10915631669005524,0.1966350662980732,9.689914331332835,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407140000000105,-1.5191899999999967,110.0,52.13761431074341,3.0,45.0,12,3300,2026-09-25 10:30:00.000,-0.11162858825559488,-0.005379458424396466,9.45747033859239,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40715000000011,-1.5191749999999966,110.0,51.9374621013044,3.0,45.0,12,3400,2026-09-25 10:30:00.000,-0.3261712040942267,0.30514517052688633,9.70748647083804,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40716000000011,-1.5191599999999965,110.0,52.78145239616733,3.0,45.0,12,3500,2026-09-25 10:30:00.000,-0.37846351423281266,-0.20785441111880212,9.972848036592017,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407170000000114,-1.5191449999999964,110.0,52.17102908421635,3.0,45.0,12,3600,2026-09-25 10:30:00.000,-0.08333361489257887,0.3107189241687185,9.822360570427582,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40718000000012,-1.5191299999999963,110.0,52.11597967380132,3.0,45.0,12,3700,2026-09-25 10:30:00.000,-0.2064689747882914,-0.023592557673535353,9.937664395219297,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40719000000012,-1.5191149999999962,110.0,52.56709566142753,3.0,45.0,12,3800,2026-09-25 10:30:00.000,0.09148411578925031,-0.3939080744857899,9.74095628555716,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407200000000124,-1.5190999999999961,110.0,51.98449563457648,3.0,45.0,12,3900,2026-09-25 10:30:00.000,-0.044888723932640574,-0.4600675378653005,9.68670935242153,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40721000000013,-1.519084999999996,110.0,51.726514270897944,3.0,45.0,12,4000,2026-09-25 10:30:00.000,-0.46393700809524907,0.3264415351968001,9.490218660374943,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40722000000013,-1.519069999999996,110.0,51.66578560897411,3.0,45.0,12,4100,2026-09-25 10:30:00.000,0.20586432537312505,-0.620139935133617,9.747559782917106,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40723000000013,-1.5190549999999958,110.0,51.827859156013844,3.0,45.0,12,4200,2026-09-25 10:30:00.000,0.027966115103199074,0.4815712781144563,9.734369439701243,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40724000000014,-1.5190399999999957,110.0,51.917221732942984,3.0,45.0,12,4300,2026-09-25 10:30:00.000,0.2094424813312585,0.10839156848283102,9.779073730781834,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40725000000014,-1.5190249999999956,110.0,53.09082604976889,3.0,45.0,12,4400,2026-09-25 10:30:00.000,-0.16037300348499556,0.052188466861912954,10.08768317919081,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40726000000014,-1.5190099999999955,110.0,52.34786181325715,3.0,45.0,12,4500,2026-09-25 10:30:00.000,-0.09637058753596933,0.2662611876564711,9.970675726688269,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407270000000146,-1.5189949999999954,110.0,52.62675294082039,3.0,45.0,12,4600,2026-09-25 10:30:00.000,-0.0757516972591238,0.25606778796126994,9.937944428396706,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40728000000015,-1.5189799999999953,110.0,51.827796793853324,3.0,45.0,12,4700,2026-09-25 10:30:00.000,0.3465467893968337,0.1727433121805098,9.700385340221379,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40729000000015,-1.5189649999999952,110.0,52.51801486304604,3.0,45.0,12,4800,2026-09-25 10:30:00.000,-0.17536408048743174,-0.2708410501102767,9.83474806477103,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407300000000156,-1.5189499999999951,110.0,52.38835543393947,3.0,45.0,12,4900,2026-09-25 10:30:00.000,-0.2861172955402844,0.003023502891743135,9.990409005794293,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40731000000016,-1.518934999999995,110.0,51.59727231910445,3.0,45.0,12,5000,2026-09-25 10:30:00.000,0.26964105572361236,-0.30323700057847813,10.148429944470262,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40732000000016,-1.518919999999995,110.0,52.51499161021375,3.0,45.0,12,5100,2026-09-25 10:30:00.000,0.23276510507150358,-0.644689415161036,9.852251027226504,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407330000000165,-1.5189049999999948,110.0,53.03135696513211,3.0,45.0,12,5200,2026-09-25 10:30:00.000,0.28718401448694875,-0.16407738988392198,10.115199801874917,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40734000000017,-1.5188899999999947,110.0,51.941013010298406,3.0,45.0,12,5300,2026-09-25 10:30:00.000,0.24750444003605862,0.34620974998259113,9.748021330194632,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40735000000017,-1.5188749999999946,110.0,51.82318612389586,3.0,45.0,12,5400,2026-09-25 10:30:00.000,0.01883536102629027,-0.1906562293850151,10.014925735304809,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407360000000175,-1.5188599999999945,110.0,51.95602341348995,3.0,45.0,12,5500,2026-09-25 10:30:00.000,-0.2807396519770617,0.19598867881958756,9.680318906171424,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40737000000018,-1.5188449999999944,110.0,51.88536761764212,3.0,45.0,12,5600,2026-09-25 10:30:00.000,0.10344528601184654,0.4333698427488657,9.891021703961314,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40738000000018,-1.5188299999999944,110.0,52.36477888414712,3.0,45.0,12,5700,2026-09-25 10:30:00.000,0.14130427144087318,0.10436338140911863,9.696208390494814,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407390000000184,-1.5188149999999943,110.0,52.27720976909207,3.0,45.0,12,5800,2026-09-25 10:30:00.000,0.04435907731941479,0.3570880601730618,10.044237809768369,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40740000000019,-1.5187999999999942,110.0,51.7685189304441,3.0,45.0,12,5900,2026-09-25 10:30:00.000,0.08526381887734877,0.23153401764231102,9.897067177034135,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40741000000019,-1.518784999999994,110.0,52.10905830640116,3.0,45.0,12,6000,2026-09-25 10:30:00.000,0.06522513776607476,0.2030750596057035,9.973009836360008,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407420000000194,-1.518769999999994,110.0,52.06096912349646,3.0,45.0,12,6100,2026-09-25 10:30:00.000,0.3148336192958902,0.19189940501861924,9.995058027635173,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4074300000002,-1.5187549999999939,110.0,53.56311469260156,3.0,45.0,12,6200,2026-09-25 10:30:00.000,-0.16768822274411735,0.6139510915070088,9.430478772232387,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4074400000002,-1.5187399999999938,110.0,52.62026030184923,3.0,45.0,12,6300,2026-09-25 10:30:00.000,-0.0116733188358021,-0.24565969092913734,9.654027553723315,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4074500000002,-1.5187249999999937,110.0,51.96052418916489,3.0,45.0,12,6400,2026-09-25 10:30:00.000,-0.07421454284520272,0.26816116930685174,9.734707864278288,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407460000000206,-1.5187099999999936,110.0,52.44290417794665,3.0,45.0,12,6500,2026-09-25 10:30:00.000,0.008545214161803176,0.593366219189749,9.616299916320378,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40747000000021,-1.5186949999999935,110.0,52.13708614721944,3.0,45.0,12,6600,2026-09-25 10:30:00.000,-0.20240081762392503,-0.5816605624128119,9.90527147310992,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40748000000021,-1.5186799999999934,110.0,51.995694175205536,3.0,45.0,12,6700,2026-09-25 10:30:00.000,-0.2142294526721624,0.21557985167379534,9.279648066797623,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407490000000216,-1.5186649999999933,110.0,51.878208481042606,3.0,45.0,12,6800,2026-09-25 10:30:00.000,-0.052211312086855845,-0.08825716146232154,9.436748034576315,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40750000000022,-1.5186499999999932,110.0,51.99384019201323,3.0,45.0,12,6900,2026-09-25 10:30:00.000,0.22278589582953578,0.21949378750155094,10.178657388649585,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40751000000022,-1.518634999999993,110.0,52.43172901479328,3.0,45.0,12,7000,2026-09-25 10:30:00.000,-0.03730825349600119,-0.07717079397275364,10.050364399810997,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407520000000225,-1.518619999999993,110.0,52.44357360862499,3.0,45.0,12,7100,2026-09-25 10:30:00.000,-0.16103114659192264,-0.41708309182910974,9.80901420007468,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40753000000023,-1.5186049999999929,110.0,52.68549792768876,3.0,45.0,12,7200,2026-09-25 10:30:00.000,-0.3246129607853817,0.14476290304165867,10.028950870469828,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40754000000023,-1.5185899999999928,110.0,51.96058131416038,3.0,45.0,12,7300,2026-09-25 10:30:00.000,0.09068863821239768,0.36107514841238264,9.77015973040175,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407550000000235,-1.5185749999999927,110.0,52.16227591358732,3.0,45.0,12,7400,2026-09-25 10:30:00.000,-0.16947928572304602,-0.508017941664641,9.865586348204097,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40756000000024,-1.5185599999999926,110.0,52.17127361204544,3.0,45.0,12,7500,2026-09-25 10:30:00.000,0.33713371039814377,0.06937409874892957,9.902093728557015,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40757000000024,-1.5185449999999925,110.0,52.77225441973521,3.0,45.0,12,7600,2026-09-25 10:30:00.000,0.4303323698241931,-0.26430552222921244,9.98220216661123,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407580000000245,-1.5185299999999924,110.0,52.49769472515948,3.0,45.0,12,7700,2026-09-25 10:30:00.000,0.040982609384200334,0.018073578276582125,9.751680570895278,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40759000000025,-1.5185149999999923,110.0,51.5362343992238,3.0,45.0,12,7800,2026-09-25 10:30:00.000,0.2354101673328487,-0.04241639233300476,9.933149802400896,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40760000000025,-1.5184999999999922,110.0,52.33584001225732,3.0,45.0,12,7900,2026-09-25 10:30:00.000,-0.17043360911097985,0.33219097287788124,9.878103828207651,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407610000000254,-1.518484999999992,110.0,51.5878422357535,3.0,45.0,12,8000,2026-09-25 10:30:00.000,-0.5196229755026449,0.043370699798754145,9.872120337414005,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40762000000026,-1.518469999999992,110.0,52.327997225530034,3.0,45.0,12,8100,2026-09-25 10:30:00.000,-0.30850554810243314,0.2981269886064233,9.801742264155973,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40763000000026,-1.518454999999992,110.0,51.67368978216833,3.0,45.0,12,8200,2026-09-25 10:30:00.000,-0.24688173565536672,0.503510362950321,10.076969011524524,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407640000000264,-1.5184399999999918,110.0,52.188164214709246,3.0,45.0,12,8300,2026-09-25 10:30:00.000,-0.02974271676627051,0.010134256144467196,9.77292748023446,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40765000000027,-1.5184249999999917,110.0,52.091417765185206,3.0,45.0,12,8400,2026-09-25 10:30:00.000,0.09807453730717304,0.2431394695116017,9.612924023045359,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40766000000027,-1.5184099999999916,110.0,51.686566833351776,3.0,45.0,12,8500,2026-09-25 10:30:00.000,-0.14904330473515068,-0.018390206321459546,10.321862055135401,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40767000000027,-1.5183949999999915,110.0,52.39290244713609,3.0,45.0,12,8600,2026-09-25 10:30:00.000,-0.06847712515848738,0.06049177741600237,9.723230732603435,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407680000000276,-1.5183799999999914,110.0,50.9354354598538,3.0,45.0,12,8700,2026-09-25 10:30:00.000,-0.24824800083520546,0.23411832354219872,10.101699125101606,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40769000000028,-1.5183649999999913,110.0,52.979129235333225,3.0,45.0,12,8800,2026-09-25 10:30:00.000,0.07910998062649648,0.380793600208423,9.946897151435728,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40770000000028,-1.5183499999999912,110.0,51.97757988507177,3.0,45.0,12,8900,2026-09-25 10:30:00.000,0.16276869468425437,-0.35392139413429446,9.716683679202758,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407710000000286,-1.518334999999991,110.0,52.53227886030485,3.0,45.0,12,9000,2026-09-25 10:30:00.000,-0.41864386591988734,0.15110841365493738,9.901248738083492,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40772000000029,-1.518319999999991,110.0,52.547411580088784,3.0,45.0,12,9100,2026-09-25 10:30:00.000,-0.29223505388292276,0.2391885190339908,9.766500714920323,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40773000000029,-1.518304999999991,110.0,52.35440026754705,3.0,45.0,12,9200,2026-09-25 10:30:00.000,-0.2997138577804808,0.4823360036461495,10.101667756463161,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407740000000295,-1.5182899999999908,110.0,51.81051026319096,3.0,45.0,12,9300,2026-09-25 10:30:00.000,0.2412548969738103,0.7450876214200874,9.804406247568176,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4077500000003,-1.5182749999999907,110.0,51.90719443066839,3.0,45.0,12,9400,2026-09-25 10:30:00.000,0.2790533362488921,0.4302223870305776,9.406537172444903,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.4077600000003,-1.5182599999999906,110.0,52.30501583373405,3.0,45.0,12,9500,2026-09-25 10:30:00.000,0.42780620819090737,-0.1787543762903627,9.646777451947257,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407770000000305,-1.5182449999999905,110.0,52.56687131745828,3.0,45.0,12,9600,2026-09-25 10:30:00.000,-0.3032445901982203,0.0643326682070904,9.98589676806706,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40778000000031,-1.5182299999999904,110.0,51.519326321435315,3.0,45.0,12,9700,2026-09-25 10:30:00.000,-0.330595828862842,-0.07888495259949208,9.791727900413933,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40779000000031,-1.5182149999999903,110.0,52.653242521277264,3.0,45.0,12,9800,2026-09-25 10:30:00.000,-0.3427438614240666,0.3426542556016625,9.938192267553756,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.407800000000314,-1.5181999999999902,110.0,52.547496856010554,3.0,45.0,12,9900,2026-09-25 10:30:00.000,-0.38462358341125885,0.1732863061924047,9.665838958446173,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
52.40781000000032,-1.5181849999999901,110.0,52.227071209558645,3.0,45.0,12,10000,2026-09-25 10:30:00.000,-0.1697199330602933,0.4699900488759249,9.842089793470516,0.0,0.0,9.81,0.005,0.0,0.0,20.0,-15.0,40.0,45.0,0.0,0.0
